municipality_code;uf;health_region_code;health_region_id;establishment_rows;selected_region_rows;distinct_region_codes;region_conflict;source
311980;MG;0015;MG-0015;9;2;0015;False;CNES_ST_REGSAUDE_MODE
311990;MG;0010;MG-0010;4;2;0010;False;CNES_ST_REGSAUDE_MODE
311995;MG;0015;MG-0015;8;7;0015;False;CNES_ST_REGSAUDE_MODE
312000;MG;0023;MG-0023;4;3;0023;False;CNES_ST_REGSAUDE_MODE
312010;MG;0004;MG-0004;3;3;0004;False;CNES_ST_REGSAUDE_MODE
312015;MG;0017;MG-0017;7;6;0017;False;CNES_ST_REGSAUDE_MODE
312020;MG;0015;MG-0015;19;15;0015;False;CNES_ST_REGSAUDE_MODE
312030;MG;0006;MG-0006;8;7;0006;False;CNES_ST_REGSAUDE_MODE
312040;MG;0003;MG-0003;5;5;0003;False;CNES_ST_REGSAUDE_MODE
312050;MG;0011;MG-0011;27;20;0011;False;CNES_ST_REGSAUDE_MODE
312060;MG;0002;MG-0002;9;6;0002;False;CNES_ST_REGSAUDE_MODE
312070;MG;0007;MG-0007;7;6;0007;False;CNES_ST_REGSAUDE_MODE
312080;MG;0011;MG-0011;31;28;0011;False;CNES_ST_REGSAUDE_MODE
312083;MG;0016;MG-0016;9;4;0016;False;CNES_ST_REGSAUDE_MODE
312087;MG;0006;MG-0006;9;7;0006;False;CNES_ST_REGSAUDE_MODE
312090;MG;0014;MG-0014;178;88;0014;False;CNES_ST_REGSAUDE_MODE
312100;MG;0004;MG-0004;8;6;0004;False;CNES_ST_REGSAUDE_MODE
312110;MG;0010;MG-0010;17;16;0010;False;CNES_ST_REGSAUDE_MODE
312120;MG;0022;MG-0022;12;8;0022;False;CNES_ST_REGSAUDE_MODE
312125;MG;0013;MG-0013;8;5;0013;False;CNES_ST_REGSAUDE_MODE
312130;MG;0005;MG-0005;7;3;0005;False;CNES_ST_REGSAUDE_MODE
312140;MG;0020;MG-0020;19;11;0020;False;CNES_ST_REGSAUDE_MODE
312150;MG;0003;MG-0003;8;4;0003;False;CNES_ST_REGSAUDE_MODE
312160;MG;0004;MG-0004;177;135;0004;False;CNES_ST_REGSAUDE_MODE
312170;MG;0008;MG-0008;8;7;0005|0008;True;CNES_ST_REGSAUDE_MODE
312180;MG;0023;MG-0023;8;4;0023;False;CNES_ST_REGSAUDE_MODE
312190;MG;0018;MG-0018;5;4;0018;False;CNES_ST_REGSAUDE_MODE
312200;MG;0024;MG-0024;30;22;0024;False;CNES_ST_REGSAUDE_MODE
312210;MG;0016;MG-0016;7;5;0016;False;CNES_ST_REGSAUDE_MODE
312220;MG;0016;MG-0016;9;2;0016;False;CNES_ST_REGSAUDE_MODE
312230;MG;0015;MG-0015;927;10;0015;False;CNES_ST_REGSAUDE_MODE
312235;MG;0019;MG-0019;12;9;0019;False;CNES_ST_REGSAUDE_MODE
312240;MG;0021;MG-0021;9;7;0021;False;CNES_ST_REGSAUDE_MODE
312245;MG;0019;MG-0019;12;12;0019;False;CNES_ST_REGSAUDE_MODE
312247;MG;0028;MG-0028;4;4;0028;False;CNES_ST_REGSAUDE_MODE
312250;MG;0016;MG-0016;9;3;0016|0023;True;CNES_ST_REGSAUDE_MODE
312260;MG;0009;MG-0009;7;6;0009;False;CNES_ST_REGSAUDE_MODE
312270;MG;0008;MG-0008;14;11;0008;False;CNES_ST_REGSAUDE_MODE
312280;MG;0011;MG-0011;9;9;0011;False;CNES_ST_REGSAUDE_MODE
312290;MG;0027;MG-0027;5;4;0027;False;CNES_ST_REGSAUDE_MODE
312300;MG;0020;MG-0020;17;8;0020;False;CNES_ST_REGSAUDE_MODE
312310;MG;0009;MG-0009;8;5;0009;False;CNES_ST_REGSAUDE_MODE
312320;MG;0015;MG-0015;27;13;0015;False;CNES_ST_REGSAUDE_MODE
312330;MG;0018;MG-0018;7;2;0018;False;CNES_ST_REGSAUDE_MODE
312340;MG;0022;MG-0022;5;5;0022;False;CNES_ST_REGSAUDE_MODE
312350;MG;0012;MG-0012;3;3;0012;False;CNES_ST_REGSAUDE_MODE
312352;MG;0024;MG-0024;8;8;0024;False;CNES_ST_REGSAUDE_MODE
312360;MG;0011;MG-0011;76;45;0011;False;CNES_ST_REGSAUDE_MODE
312370;MG;0016;MG-0016;23;8;0016;False;CNES_ST_REGSAUDE_MODE
312380;MG;0006;MG-0006;8;8;0006;False;CNES_ST_REGSAUDE_MODE
312385;MG;0023;MG-0023;4;4;0023;False;CNES_ST_REGSAUDE_MODE
312390;MG;0020;MG-0020;32;20;0003|0020;True;CNES_ST_REGSAUDE_MODE
312400;MG;0018;MG-0018;21;11;0018;False;CNES_ST_REGSAUDE_MODE
312410;MG;0002;MG-0002;57;30;0002;False;CNES_ST_REGSAUDE_MODE
312420;MG;0024;MG-0024;28;25;0024;False;CNES_ST_REGSAUDE_MODE
312430;MG;0006;MG-0006;31;18;0006;False;CNES_ST_REGSAUDE_MODE
312440;MG;0010;MG-0010;9;5;0010;False;CNES_ST_REGSAUDE_MODE
312450;MG;0010;MG-0010;13;8;0010;False;CNES_ST_REGSAUDE_MODE
312460;MG;0027;MG-0027;4;3;0027;False;CNES_ST_REGSAUDE_MODE
312470;MG;0015;MG-0015;10;10;0015;False;CNES_ST_REGSAUDE_MODE
312480;MG;0012;MG-0012;8;7;0012;False;CNES_ST_REGSAUDE_MODE
312490;MG;0018;MG-0018;18;13;0018;False;CNES_ST_REGSAUDE_MODE
312500;MG;0005;MG-0005;4;4;0005;False;CNES_ST_REGSAUDE_MODE
312510;MG;0010;MG-0010;131;123;0010|0140;True;CNES_ST_REGSAUDE_MODE
312520;MG;0021;MG-0021;2;2;0021;False;CNES_ST_REGSAUDE_MODE
312530;MG;0024;MG-0024;3;3;0024;False;CNES_ST_REGSAUDE_MODE
312540;MG;0004;MG-0004;6;4;0004;False;CNES_ST_REGSAUDE_MODE
312550;MG;0004;MG-0004;5;3;0004;False;CNES_ST_REGSAUDE_MODE
312560;MG;0019;MG-0019;11;11;0019;False;CNES_ST_REGSAUDE_MODE
312570;MG;0014;MG-0014;22;13;0014;False;CNES_ST_REGSAUDE_MODE
312580;MG;0016;MG-0016;5;1;0016;False;CNES_ST_REGSAUDE_MODE
312590;MG;0009;MG-0009;12;6;0009;False;CNES_ST_REGSAUDE_MODE
312595;MG;0024;MG-0024;15;9;0024;False;CNES_ST_REGSAUDE_MODE
312600;MG;0002;MG-0002;25;9;0002;False;CNES_ST_REGSAUDE_MODE
312610;MG;0015;MG-0015;191;91;0015;False;CNES_ST_REGSAUDE_MODE
312620;MG;0028;MG-0028;6;4;0028;False;CNES_ST_REGSAUDE_MODE
312630;MG;0022;MG-0022;6;6;0022;False;CNES_ST_REGSAUDE_MODE
312640;MG;0014;MG-0014;6;6;0014;False;CNES_ST_REGSAUDE_MODE
312650;MG;0004;MG-0004;18;15;0004;False;CNES_ST_REGSAUDE_MODE
312660;MG;0006;MG-0006;9;9;0006;False;CNES_ST_REGSAUDE_MODE
312670;MG;0006;MG-0006;27;27;0006;False;CNES_ST_REGSAUDE_MODE
312675;MG;0017;MG-0017;4;4;0017;False;CNES_ST_REGSAUDE_MODE
312680;MG;0017;MG-0017;5;5;0017;False;CNES_ST_REGSAUDE_MODE
312690;MG;0016;MG-0016;8;5;0016;False;CNES_ST_REGSAUDE_MODE
312695;MG;0016;MG-0016;4;2;0016;False;CNES_ST_REGSAUDE_MODE
312700;MG;0013;MG-0013;25;20;0013;False;CNES_ST_REGSAUDE_MODE
312705;MG;0017;MG-0017;4;4;0017;False;CNES_ST_REGSAUDE_MODE
312707;MG;0006;MG-0006;7;7;0006;False;CNES_ST_REGSAUDE_MODE
312710;MG;0013;MG-0013;168;54;0013;False;CNES_ST_REGSAUDE_MODE
312720;MG;0014;MG-0014;9;6;0014;False;CNES_ST_REGSAUDE_MODE
312730;MG;0016;MG-0016;8;1;0016;False;CNES_ST_REGSAUDE_MODE
312733;MG;0006;MG-0006;8;7;0006;False;CNES_ST_REGSAUDE_MODE
312735;MG;0006;MG-0006;9;9;0006;False;CNES_ST_REGSAUDE_MODE
312737;MG;0016;MG-0016;6;5;0016;False;CNES_ST_REGSAUDE_MODE
312738;MG;0005;MG-0005;7;2;0005;False;CNES_ST_REGSAUDE_MODE
312740;MG;0010;MG-0010;6;2;0010;False;CNES_ST_REGSAUDE_MODE
312750;MG;0016;MG-0016;6;5;0016;False;CNES_ST_REGSAUDE_MODE
312760;MG;0004;MG-0004;17;12;0004;False;CNES_ST_REGSAUDE_MODE
312770;MG;0016;MG-0016;796;174;0002|0016|0031;True;CNES_ST_REGSAUDE_MODE
312780;MG;0006;MG-0006;19;17;0006;False;CNES_ST_REGSAUDE_MODE
312790;MG;0012;MG-0012;5;5;0012;False;CNES_ST_REGSAUDE_MODE
312800;MG;0009;MG-0009;69;28;0009;False;CNES_ST_REGSAUDE_MODE
312810;MG;0022;MG-0022;16;11;0022;False;CNES_ST_REGSAUDE_MODE
312820;MG;0008;MG-0008;12;10;0008;False;CNES_ST_REGSAUDE_MODE
312825;MG;0006;MG-0006;4;4;0006;False;CNES_ST_REGSAUDE_MODE
312830;MG;0021;MG-0021;31;17;0021;False;CNES_ST_REGSAUDE_MODE
312840;MG;0018;MG-0018;12;4;0018;False;CNES_ST_REGSAUDE_MODE
312850;MG;0005;MG-0005;8;5;0005;False;CNES_ST_REGSAUDE_MODE
312860;MG;0007;MG-0007;12;11;0007;False;CNES_ST_REGSAUDE_MODE
312870;MG;0021;MG-0021;187;44;0021;False;CNES_ST_REGSAUDE_MODE
312880;MG;0018;MG-0018;9;3;0018;False;CNES_ST_REGSAUDE_MODE
312890;MG;0007;MG-0007;9;8;0007;False;CNES_ST_REGSAUDE_MODE
312900;MG;0018;MG-0018;10;8;0018;False;CNES_ST_REGSAUDE_MODE
312910;MG;0026;MG-0026;9;7;0026;False;CNES_ST_REGSAUDE_MODE
312920;MG;0010;MG-0010;8;6;0010;False;CNES_ST_REGSAUDE_MODE
312930;MG;0023;MG-0023;9;9;0023;False;CNES_ST_REGSAUDE_MODE
312940;MG;0003;MG-0003;9;5;0003;False;CNES_ST_REGSAUDE_MODE
312950;MG;0013;MG-0013;81;48;0012|0013;True;CNES_ST_REGSAUDE_MODE
312960;MG;0029;MG-0029;16;6;0006|0029;True;CNES_ST_REGSAUDE_MODE
312965;MG;0030;MG-0030;7;5;0030;False;CNES_ST_REGSAUDE_MODE
312970;MG;0022;MG-0022;19;16;0022|3122;True;CNES_ST_REGSAUDE_MODE
312980;MG;;;85;0;;False;CNES_ST_REGSAUDE_MODE
312990;MG;0010;MG-0010;5;4;0010;False;CNES_ST_REGSAUDE_MODE
313000;MG;0020;MG-0020;2;2;0020;False;CNES_ST_REGSAUDE_MODE
313005;MG;0030;MG-0030;12;7;0030;False;CNES_ST_REGSAUDE_MODE
313010;MG;0002;MG-0002;46;20;0002;False;CNES_ST_REGSAUDE_MODE
313020;MG;0015;MG-0015;10;7;0015;False;CNES_ST_REGSAUDE_MODE
313030;MG;0015;MG-0015;13;7;0015;False;CNES_ST_REGSAUDE_MODE
313040;MG;0011;MG-0011;7;3;0011;False;CNES_ST_REGSAUDE_MODE
313050;MG;0011;MG-0011;16;12;0011;False;CNES_ST_REGSAUDE_MODE
313055;MG;0023;MG-0023;7;7;0023;False;CNES_ST_REGSAUDE_MODE
313060;MG;0010;MG-0010;6;3;0010;False;CNES_ST_REGSAUDE_MODE
313065;MG;0006;MG-0006;14;9;0006;False;CNES_ST_REGSAUDE_MODE
313070;MG;0012;MG-0012;7;7;0012;False;CNES_ST_REGSAUDE_MODE
313080;MG;0011;MG-0011;3;3;0011;False;CNES_ST_REGSAUDE_MODE
313090;MG;0023;MG-0023;41;41;0023;False;CNES_ST_REGSAUDE_MODE
313100;MG;0014;MG-0014;7;6;0014;False;CNES_ST_REGSAUDE_MODE
313110;MG;0014;MG-0014;7;7;0014;False;CNES_ST_REGSAUDE_MODE
313115;MG;0023;MG-0023;17;8;0023;False;CNES_ST_REGSAUDE_MODE
313120;MG;0024;MG-0024;42;31;0024;False;CNES_ST_REGSAUDE_MODE
313130;MG;0023;MG-0023;648;8;0023|3123;True;CNES_ST_REGSAUDE_MODE
313140;MG;0026;MG-0026;4;4;0026;False;CNES_ST_REGSAUDE_MODE
313150;MG;0010;MG-0010;19;18;0010;False;CNES_ST_REGSAUDE_MODE
313160;MG;0012;MG-0012;8;5;0012;False;CNES_ST_REGSAUDE_MODE
313170;MG;0009;MG-0009;627;1;0009;False;CNES_ST_REGSAUDE_MODE
313180;MG;0016;MG-0016;9;7;0016|0031;True;CNES_ST_REGSAUDE_MODE
313190;MG;0002;MG-0002;132;57;0002;False;CNES_ST_REGSAUDE_MODE
313200;MG;0006;MG-0006;6;6;0006;False;CNES_ST_REGSAUDE_MODE
313210;MG;0006;MG-0006;24;9;0006|0030;True;CNES_ST_REGSAUDE_MODE
313220;MG;0015;MG-0015;25;25;0015;False;CNES_ST_REGSAUDE_MODE
313230;MG;0017;MG-0017;8;7;0017;False;CNES_ST_REGSAUDE_MODE
313240;MG;0010;MG-0010;474;330;0010;False;CNES_ST_REGSAUDE_MODE
313250;MG;0004;MG-0004;54;41;0004;False;CNES_ST_REGSAUDE_MODE
313260;MG;0027;MG-0027;7;3;0027;False;CNES_ST_REGSAUDE_MODE
313270;MG;0017;MG-0017;36;13;0017;False;CNES_ST_REGSAUDE_MODE
313280;MG;0009;MG-0009;1;1;0009;False;CNES_ST_REGSAUDE_MODE
313290;MG;0022;MG-0022;22;9;0022;False;CNES_ST_REGSAUDE_MODE
313300;MG;0011;MG-0011;31;14;0011;False;CNES_ST_REGSAUDE_MODE
313310;MG;0011;MG-0011;54;33;0011;False;CNES_ST_REGSAUDE_MODE
313320;MG;0016;MG-0016;14;9;0016;False;CNES_ST_REGSAUDE_MODE
313330;MG;0019;MG-0019;40;35;0017|0019;True;CNES_ST_REGSAUDE_MODE
313340;MG;0013;MG-0013;34;11;0012|0013;True;CNES_ST_REGSAUDE_MODE
313350;MG;0015;MG-0015;38;12;0015;False;CNES_ST_REGSAUDE_MODE
313360;MG;0010;MG-0010;13;8;0010;False;CNES_ST_REGSAUDE_MODE
313370;MG;0015;MG-0015;16;10;0015;False;CNES_ST_REGSAUDE_MODE
313375;MG;0022;MG-0022;42;12;0022|3122;True;CNES_ST_REGSAUDE_MODE
313380;MG;0015;MG-0015;380;299;0015;False;CNES_ST_REGSAUDE_MODE
313390;MG;0003;MG-0003;7;2;0003;False;CNES_ST_REGSAUDE_MODE
313400;MG;0019;MG-0019;13;13;0019;False;CNES_ST_REGSAUDE_MODE
313410;MG;0016;MG-0016;5;3;0016;False;CNES_ST_REGSAUDE_MODE
313420;MG;0026;MG-0026;257;70;0023|0026;True;CNES_ST_REGSAUDE_MODE
313430;MG;0011;MG-0011;9;6;0011;False;CNES_ST_REGSAUDE_MODE
313440;MG;0013;MG-0013;91;89;0013;False;CNES_ST_REGSAUDE_MODE
313450;MG;0011;MG-0011;6;3;0011;False;CNES_ST_REGSAUDE_MODE
313460;MG;0002;MG-0002;23;12;0002;False;CNES_ST_REGSAUDE_MODE
313470;MG;0019;MG-0019;19;18;0019;False;CNES_ST_REGSAUDE_MODE
313480;MG;0022;MG-0022;15;11;0022;False;CNES_ST_REGSAUDE_MODE
313490;MG;0010;MG-0010;40;26;0010;False;CNES_ST_REGSAUDE_MODE
313500;MG;0023;MG-0023;6;5;0023;False;CNES_ST_REGSAUDE_MODE
313505;MG;0006;MG-0006;38;24;0006;False;CNES_ST_REGSAUDE_MODE
313507;MG;0016;MG-0016;3;2;0016;False;CNES_ST_REGSAUDE_MODE
313510;MG;0006;MG-0006;123;111;0006;False;CNES_ST_REGSAUDE_MODE
313520;MG;0030;MG-0030;125;24;0029|0030;True;CNES_ST_REGSAUDE_MODE
313530;MG;0015;MG-0015;7;3;0015;False;CNES_ST_REGSAUDE_MODE
313535;MG;0029;MG-0029;14;9;0029|0030;True;CNES_ST_REGSAUDE_MODE
313540;MG;0003;MG-0003;10;4;0003;False;CNES_ST_REGSAUDE_MODE
313545;MG;0004;MG-0004;9;3;0004;False;CNES_ST_REGSAUDE_MODE
313550;MG;0008;MG-0008;16;16;0008;False;CNES_ST_REGSAUDE_MODE
313560;MG;0006;MG-0006;12;9;0006;False;CNES_ST_REGSAUDE_MODE
313570;MG;0014;MG-0014;6;4;0014;False;CNES_ST_REGSAUDE_MODE
313580;MG;0019;MG-0019;41;26;0019;False;CNES_ST_REGSAUDE_MODE
313590;MG;0011;MG-0011;5;3;0011;False;CNES_ST_REGSAUDE_MODE
313600;MG;0019;MG-0019;19;16;0019;False;CNES_ST_REGSAUDE_MODE
313610;MG;0023;MG-0023;5;4;0023;False;CNES_ST_REGSAUDE_MODE
313620;MG;0009;MG-0009;358;97;0009|0029;True;CNES_ST_REGSAUDE_MODE
313630;MG;0007;MG-0007;91;34;0007;False;CNES_ST_REGSAUDE_MODE
313640;MG;0006;MG-0006;7;7;0006;False;CNES_ST_REGSAUDE_MODE
313650;MG;0019;MG-0019;15;10;0019;False;CNES_ST_REGSAUDE_MODE
313652;MG;0004;MG-0004;8;5;0004;False;CNES_ST_REGSAUDE_MODE
313655;MG;0016;MG-0016;6;1;0016;False;CNES_ST_REGSAUDE_MODE
313657;MG;0006;MG-0006;5;5;0006;False;CNES_ST_REGSAUDE_MODE
313660;MG;0002;MG-0002;7;3;0002;False;CNES_ST_REGSAUDE_MODE
313665;MG;0002;MG-0002;45;20;0002;False;CNES_ST_REGSAUDE_MODE
313670;MG;0005;MG-0005;1589;31;0005|3601;True;CNES_ST_REGSAUDE_MODE
313680;MG;0006;MG-0006;7;7;0006;False;CNES_ST_REGSAUDE_MODE
313690;MG;0021;MG-0021;24;3;0021;False;CNES_ST_REGSAUDE_MODE
313695;MG;0029;MG-0029;6;2;0029|0030;True;CNES_ST_REGSAUDE_MODE
313700;MG;0017;MG-0017;20;11;0017;False;CNES_ST_REGSAUDE_MODE
313710;MG;0007;MG-0007;17;13;0007;False;CNES_ST_REGSAUDE_MODE
313720;MG;0015;MG-0015;85;37;0015;False;CNES_ST_REGSAUDE_MODE
313730;MG;0006;MG-0006;8;8;0006;False;CNES_ST_REGSAUDE_MODE
313740;MG;0020;MG-0020;16;5;0003|0020;True;CNES_ST_REGSAUDE_MODE
313750;MG;0007;MG-0007;51;10;0007;False;CNES_ST_REGSAUDE_MODE
313753;MG;0007;MG-0007;16;5;0007;False;CNES_ST_REGSAUDE_MODE
313760;MG;0002;MG-0002;143;105;0002;False;CNES_ST_REGSAUDE_MODE
313770;MG;0024;MG-0024;19;19;0024;False;CNES_ST_REGSAUDE_MODE
313780;MG;0011;MG-0011;45;37;0010|0011;True;CNES_ST_REGSAUDE_MODE
313790;MG;0003;MG-0003;5;5;0003;False;CNES_ST_REGSAUDE_MODE
313800;MG;0027;MG-0027;21;15;0027;False;CNES_ST_REGSAUDE_MODE
313810;MG;0029;MG-0029;13;9;0029;False;CNES_ST_REGSAUDE_MODE
313820;MG;0011;MG-0011;546;267;0011|0111|3138|3820;True;CNES_ST_REGSAUDE_MODE
313830;MG;0015;MG-0015;6;2;0015;False;CNES_ST_REGSAUDE_MODE
313835;MG;0004;MG-0004;11;6;0004;False;CNES_ST_REGSAUDE_MODE
313840;MG;0027;MG-0027;53;32;0027;False;CNES_ST_REGSAUDE_MODE
313850;MG;0005;MG-0005;8;5;0005;False;CNES_ST_REGSAUDE_MODE
313860;MG;0005;MG-0005;34;18;0005;False;CNES_ST_REGSAUDE_MODE
313862;MG;0013;MG-0013;16;15;0013;False;CNES_ST_REGSAUDE_MODE
313865;MG;0030;MG-0030;14;4;0030;False;CNES_ST_REGSAUDE_MODE
313867;MG;0024;MG-0024;7;7;0024;False;CNES_ST_REGSAUDE_MODE
313868;MG;0030;MG-0030;8;7;0030;False;CNES_ST_REGSAUDE_MODE
313870;MG;0011;MG-0011;7;3;0011;False;CNES_ST_REGSAUDE_MODE
313880;MG;0015;MG-0015;37;35;0015;False;CNES_ST_REGSAUDE_MODE
313890;MG;0017;MG-0017;16;14;0017;False;CNES_ST_REGSAUDE_MODE
313900;MG;0021;MG-0021;140;17;0021;False;CNES_ST_REGSAUDE_MODE
313910;MG;0020;MG-0020;5;4;0003|0020;True;CNES_ST_REGSAUDE_MODE
313920;MG;0017;MG-0017;25;20;0017;False;CNES_ST_REGSAUDE_MODE
313925;MG;0006;MG-0006;11;11;0006;False;CNES_ST_REGSAUDE_MODE
313930;MG;0030;MG-0030;24;9;0030;False;CNES_ST_REGSAUDE_MODE
313940;MG;0024;MG-0024;527;134;0024;False;CNES_ST_REGSAUDE_MODE
313950;MG;0024;MG-0024;46;33;0024;False;CNES_ST_REGSAUDE_MODE
313960;MG;0016;MG-0016;40;29;0016;False;CNES_ST_REGSAUDE_MODE
313970;MG;0014;MG-0014;5;3;0014;False;CNES_ST_REGSAUDE_MODE
313980;MG;0005;MG-0005;18;9;0005;False;CNES_ST_REGSAUDE_MODE
313990;MG;0010;MG-0010;36;36;0010;False;CNES_ST_REGSAUDE_MODE
314000;MG;0002;MG-0002;150;50;0001|0002;True;CNES_ST_REGSAUDE_MODE
314010;MG;0016;MG-0016;5;5;0016;False;CNES_ST_REGSAUDE_MODE
314015;MG;0002;MG-0002;12;3;0002;False;CNES_ST_REGSAUDE_MODE
314020;MG;0005;MG-0005;5;2;0005;False;CNES_ST_REGSAUDE_MODE
314030;MG;0023;MG-0023;4;3;0023;False;CNES_ST_REGSAUDE_MODE
314040;MG;0010;MG-0010;5;1;0010|0031;True;CNES_ST_REGSAUDE_MODE
314050;MG;0015;MG-0015;34;9;0015;False;CNES_ST_REGSAUDE_MODE
314053;MG;0024;MG-0024;7;7;0024;False;CNES_ST_REGSAUDE_MODE
314055;MG;0019;MG-0019;4;4;0019;False;CNES_ST_REGSAUDE_MODE
314060;MG;0004;MG-0004;4;2;0004;False;CNES_ST_REGSAUDE_MODE
314070;MG;0002;MG-0002;93;32;0002;False;CNES_ST_REGSAUDE_MODE
314080;MG;0005;MG-0005;22;15;0005;False;CNES_ST_REGSAUDE_MODE
314085;MG;0006;MG-0006;12;11;0006;False;CNES_ST_REGSAUDE_MODE
314090;MG;0024;MG-0024;33;22;0004|0024;True;CNES_ST_REGSAUDE_MODE
314100;MG;0006;MG-0006;27;10;0006;False;CNES_ST_REGSAUDE_MODE
314110;MG;0002;MG-0002;36;30;0002;False;CNES_ST_REGSAUDE_MODE
314120;MG;0007;MG-0007;12;6;0007;False;CNES_ST_REGSAUDE_MODE
314130;MG;0015;MG-0015;6;6;0015;False;CNES_ST_REGSAUDE_MODE
314140;MG;0019;MG-0019;25;25;0019;False;CNES_ST_REGSAUDE_MODE
314150;MG;0016;MG-0016;8;4;0016;False;CNES_ST_REGSAUDE_MODE
314160;MG;0018;MG-0018;16;13;0018;False;CNES_ST_REGSAUDE_MODE
314170;MG;0023;MG-0023;6;3;0023;False;CNES_ST_REGSAUDE_MODE
314180;MG;0004;MG-0004;40;14;0004;False;CNES_ST_REGSAUDE_MODE
314190;MG;0011;MG-0011;8;4;0011;False;CNES_ST_REGSAUDE_MODE
314200;MG;0030;MG-0030;19;10;0006|0030;True;CNES_ST_REGSAUDE_MODE
314210;MG;0018;MG-0018;15;11;0018;False;CNES_ST_REGSAUDE_MODE
314220;MG;0018;MG-0018;27;15;0018;False;CNES_ST_REGSAUDE_MODE
314225;MG;0030;MG-0030;15;5;0030;False;CNES_ST_REGSAUDE_MODE
314230;MG;0002;MG-0002;6;6;0002;False;CNES_ST_REGSAUDE_MODE
314240;MG;0015;MG-0015;15;9;0015;False;CNES_ST_REGSAUDE_MODE
314250;MG;0014;MG-0014;6;5;0014;False;CNES_ST_REGSAUDE_MODE
314260;MG;0011;MG-0011;16;5;0011;False;CNES_ST_REGSAUDE_MODE
314270;MG;0030;MG-0030;18;10;0030;False;CNES_ST_REGSAUDE_MODE
314280;MG;0012;MG-0012;14;10;0012;False;CNES_ST_REGSAUDE_MODE
314290;MG;0006;MG-0006;38;14;0006;False;CNES_ST_REGSAUDE_MODE
314300;MG;0021;MG-0021;23;22;0021;False;CNES_ST_REGSAUDE_MODE
314310;MG;0012;MG-0012;73;15;0012;False;CNES_ST_REGSAUDE_MODE
314315;MG;0019;MG-0019;6;6;0019;False;CNES_ST_REGSAUDE_MODE
314320;MG;0022;MG-0022;39;38;0022;False;CNES_ST_REGSAUDE_MODE
314330;MG;0006;MG-0006;771;617;0006|0009;True;CNES_ST_REGSAUDE_MODE
314340;MG;0010;MG-0010;60;54;0010;False;CNES_ST_REGSAUDE_MODE
314345;MG;0006;MG-0006;11;10;0006;False;CNES_ST_REGSAUDE_MODE
314350;MG;0014;MG-0014;15;12;0014|0031;True;CNES_ST_REGSAUDE_MODE
314360;MG;0014;MG-0014;3;3;0014;False;CNES_ST_REGSAUDE_MODE
314370;MG;0009;MG-0009;1;1;0009;False;CNES_ST_REGSAUDE_MODE
314380;MG;0010;MG-0010;7;4;0010;False;CNES_ST_REGSAUDE_MODE
314390;MG;0018;MG-0018;271;241;0016|0018|0081;True;CNES_ST_REGSAUDE_MODE
314400;MG;0024;MG-0024;34;26;0024;False;CNES_ST_REGSAUDE_MODE
314410;MG;0021;MG-0021;52;18;0021;False;CNES_ST_REGSAUDE_MODE
314420;MG;0016;MG-0016;5;1;0016;False;CNES_ST_REGSAUDE_MODE
314430;MG;0017;MG-0017;73;41;0017;False;CNES_ST_REGSAUDE_MODE
314435;MG;0023;MG-0023;7;4;0023;False;CNES_ST_REGSAUDE_MODE
314437;MG;0028;MG-0028;3;2;0028;False;CNES_ST_REGSAUDE_MODE
314440;MG;0010;MG-0010;8;6;0010;False;CNES_ST_REGSAUDE_MODE
314450;MG;0020;MG-0020;15;10;0003|0020;True;CNES_ST_REGSAUDE_MODE
314460;MG;0011;MG-0011;33;29;0011;False;CNES_ST_REGSAUDE_MODE
314465;MG;0006;MG-0006;13;13;0006;False;CNES_ST_REGSAUDE_MODE
314467;MG;0016;MG-0016;8;6;0016;False;CNES_ST_REGSAUDE_MODE
314470;MG;0009;MG-0009;46;20;0009;False;CNES_ST_REGSAUDE_MODE
314480;MG;0002;MG-0002;245;238;0002;False;CNES_ST_REGSAUDE_MODE
314490;MG;0017;MG-0017;4;4;0017;False;CNES_ST_REGSAUDE_MODE
314500;MG;0012;MG-0012;24;11;0012;False;CNES_ST_REGSAUDE_MODE
314505;MG;0006;MG-0006;8;7;0006;False;CNES_ST_REGSAUDE_MODE
314510;MG;0021;MG-0021;30;15;0021|0022;True;CNES_ST_REGSAUDE_MODE
314520;MG;0015;MG-0015;99;65;0015|3145;True;CNES_ST_REGSAUDE_MODE
314530;MG;0017;MG-0017;30;28;0017;False;CNES_ST_REGSAUDE_MODE
314535;MG;0017;MG-0017;11;8;0017;False;CNES_ST_REGSAUDE_MODE
314537;MG;0006;MG-0006;5;5;0006;False;CNES_ST_REGSAUDE_MODE
314540;MG;0005;MG-0005;5;3;0005;False;CNES_ST_REGSAUDE_MODE
314545;MG;0006;MG-0006;9;9;0006;False;CNES_ST_REGSAUDE_MODE
314550;MG;0011;MG-0011;6;5;0011;False;CNES_ST_REGSAUDE_MODE
314560;MG;0015;MG-0015;94;40;0015;False;CNES_ST_REGSAUDE_MODE
314570;MG;0005;MG-0005;3;2;0005;False;CNES_ST_REGSAUDE_MODE
314580;MG;0015;MG-0015;7;1;0015;False;CNES_ST_REGSAUDE_MODE
314585;MG;0008;MG-0008;7;7;0008;False;CNES_ST_REGSAUDE_MODE
314587;MG;0024;MG-0024;9;6;0024;False;CNES_ST_REGSAUDE_MODE
314590;MG;0003;MG-0003;92;36;0003;False;CNES_ST_REGSAUDE_MODE
