distance_min_km,edge_type,source_health_region_id,target_health_region_id,flow,edges,source_region_total,share_of_source_region_flow,weighted_mean_distance_km
50.0,residence,AM-0001,PA-0001,6.0,1,116947.0,5.1e-05,1318.395572
50.0,residence,AM-0008,SP-0206,6.0,1,6984.0,0.000859,2394.916516
50.0,residence,AP-0001,MA-0001,6.0,1,26194.0,0.000229,792.232748
50.0,residence,BA-0001,BA-0012,6.0,1,4017.0,0.001494,168.255015
50.0,residence,BA-0002,BA-0007,6.0,1,7903.0,0.000759,206.254162
50.0,residence,BA-0003,BA-0004,6.0,1,10512.0,0.000571,132.585935
50.0,residence,BA-0009,PR-0002,6.0,1,3471.0,0.001729,1292.969437
50.0,residence,BA-0011,SE-0002,6.0,1,4716.0,0.001272,52.280391
50.0,residence,BA-0012,BA-0004,6.0,1,11494.0,0.000522,196.165507
50.0,residence,BA-0015,DF-0006,6.0,1,6937.0,0.000865,826.742295
50.0,residence,BA-0015,PI-0010,6.0,1,6937.0,0.000865,310.503463
50.0,residence,BA-0020,BA-0008,6.0,1,5707.0,0.001051,248.648017
50.0,residence,BA-0020,BA-0030,6.0,1,5707.0,0.001051,218.585253
50.0,residence,BA-0021,ES-0003,6.0,1,5686.0,0.001055,947.200842
50.0,residence,BA-0021,MG-0007,6.0,1,5686.0,0.001055,983.941001
50.0,residence,BA-0021,PE-0008,6.0,1,5686.0,0.001055,268.681476
50.0,residence,BA-0024,BA-0006,6.0,1,2454.0,0.002445,449.973832
50.0,residence,BA-0024,SP-0101,6.0,1,2454.0,0.002445,1159.399817
50.0,residence,BA-0024,SP-0206,6.0,1,2454.0,0.002445,1045.087425
50.0,residence,BA-0025,BA-0027,6.0,1,16943.0,0.000354,400.030971
50.0,residence,BA-0025,PI-0004,6.0,1,16943.0,0.000354,791.414421
50.0,residence,BA-0027,BA-0019,6.0,1,2824.0,0.002125,64.564541
50.0,residence,BA-0027,BA-0022,6.0,1,2824.0,0.002125,110.832959
50.0,residence,BA-0029,BA-0003,6.0,1,3219.0,0.001864,165.014155
50.0,residence,BA-0030,MG-0030,6.0,1,2423.0,0.002476,67.898706
50.0,residence,BA-0031,BA-0005,6.0,1,3447.0,0.001741,62.721531
50.0,residence,CE-0001,CE-0005,6.0,1,9089.0,0.00066,108.171354
50.0,residence,CE-0001,GO-0001,6.0,1,9089.0,0.00066,1854.866276
50.0,residence,CE-0001,PI-0003,6.0,1,9089.0,0.00066,364.119271
50.0,residence,CE-0002,SP-0005,6.0,1,7569.0,0.000793,2143.391425
50.0,residence,CE-0002,SP-0206,6.0,1,7569.0,0.000793,2310.196907
50.0,residence,CE-0005,SP-0005,6.0,1,4175.0,0.001437,1963.184175
50.0,residence,CE-0006,MA-0007,6.0,1,3977.0,0.001509,600.561115
50.0,residence,CE-0010,RN-0007,6.0,1,6020.0,0.000997,388.244061
50.0,residence,CE-0010,SP-0215,6.0,1,6020.0,0.000997,2058.776581
50.0,residence,CE-0013,CE-0016,6.0,1,6068.0,0.000989,85.341927
50.0,residence,CE-0014,PI-0009,6.0,1,1420.0,0.004225,126.181947
50.0,residence,CE-0015,PE-0006,6.0,1,3790.0,0.001583,663.115787
50.0,residence,CE-0017,PB-0009,6.0,1,2225.0,0.002697,50.029217
50.0,residence,DF-0006,BA-0022,6.0,1,1028.0,0.005837,635.156198
50.0,residence,DF-0006,GO-0007,6.0,1,1028.0,0.005837,235.906889
50.0,residence,DF-0006,MA-0011,6.0,1,1028.0,0.005837,1140.302086
50.0,residence,ES-0001,DF-0006,6.0,1,36552.0,0.000164,936.164988
50.0,residence,ES-0001,SP-0005,6.0,1,36552.0,0.000164,809.717291
50.0,residence,GO-0001,AC-0001,6.0,1,10442.0,0.000575,2137.722499
50.0,residence,GO-0003,SP-0005,6.0,1,3617.0,0.001659,475.978427
50.0,residence,GO-0006,SP-0215,6.0,1,4289.0,0.001399,269.332076
50.0,residence,GO-0007,MG-0012,6.0,1,4631.0,0.001296,122.979132
50.0,residence,GO-0009,GO-0006,6.0,1,5887.0,0.001019,253.970785
50.0,residence,GO-0009,GO-0018,6.0,1,5887.0,0.001019,97.920837
50.0,residence,GO-0009,MT-0003,6.0,1,5887.0,0.001019,67.022194
50.0,residence,GO-0010,GO-0014,6.0,1,2795.0,0.002147,60.199953
50.0,residence,GO-0010,SP-0005,6.0,1,2795.0,0.002147,634.239737
50.0,residence,GO-0011,GO-0006,6.0,1,820.0,0.007317,194.918443
50.0,residence,GO-0015,GO-0007,6.0,1,3334.0,0.0018,281.41864
50.0,residence,GO-0018,GO-0015,6.0,1,12810.0,0.000468,335.713773
50.0,residence,MA-0001,MA-0011,6.0,1,8229.0,0.000729,151.145017
50.0,residence,MA-0001,MA-0012,6.0,1,8229.0,0.000729,506.031492
50.0,residence,MA-0001,MA-0014,6.0,1,8229.0,0.000729,248.776406
50.0,residence,MA-0001,RJ-0019,6.0,1,8229.0,0.000729,2260.743587
50.0,residence,MA-0001,SP-0101,6.0,1,8229.0,0.000729,2344.992053
50.0,residence,MA-0002,MA-0011,6.0,1,2650.0,0.002264,479.114517
50.0,residence,MA-0003,MA-0018,6.0,1,5067.0,0.001184,231.661519
50.0,residence,MA-0003,MA-2105,6.0,1,5067.0,0.001184,96.644305
50.0,residence,MA-0005,MA-0008,6.0,1,2667.0,0.00225,196.252396
50.0,residence,MA-0008,RJ-0033,6.0,1,4845.0,0.001238,2056.766446
50.0,residence,MA-0010,MA-0017,6.0,1,4123.0,0.001455,289.130559
50.0,residence,MA-0011,SP-0216,6.0,1,4860.0,0.001235,1982.028469
50.0,residence,MA-0012,GO-0001,6.0,1,9853.0,0.000609,1047.470744
50.0,residence,MA-0012,MA-0014,6.0,1,9853.0,0.000609,386.153282
50.0,residence,MA-0015,GO-0001,6.0,1,2594.0,0.002313,1398.102293
50.0,residence,MA-0016,MA-0017,6.0,1,5274.0,0.001138,101.620833
50.0,residence,MA-0016,PI-0004,6.0,1,5274.0,0.001138,267.97335
50.0,residence,MG-0002,PA-0004,6.0,1,4390.0,0.001367,2103.094759
50.0,residence,MG-0002,PE-0001,6.0,1,4390.0,0.001367,1635.219585
50.0,residence,MG-0004,MG-0016,6.0,1,9397.0,0.000639,142.509317
50.0,residence,MG-0005,MG-0024,6.0,1,2591.0,0.002316,225.393824
50.0,residence,MG-0005,SP-0201,6.0,1,2591.0,0.002316,343.00482
50.0,residence,MG-0006,GO-0001,6.0,1,15707.0,0.000382,567.505411
50.0,residence,MG-0007,SP-0213,6.0,1,4755.0,0.001262,318.086734
50.0,residence,MG-0013,SP-0207,6.0,1,7417.0,0.000809,373.10422
50.0,residence,MG-0014,PR-0002,6.0,1,9795.0,0.000613,888.517818
50.0,residence,MG-0015,MG-0021,6.0,1,14099.0,0.000426,91.748803
50.0,residence,MG-0016,DF-0006,6.0,1,4672.0,0.001284,769.195934
50.0,residence,MG-0016,MG-0006,6.0,1,4672.0,0.001284,222.668345
50.0,residence,MG-0016,PE-0001,6.0,1,4672.0,0.001284,1376.280772
50.0,residence,MG-0017,MG-0018,6.0,1,7244.0,0.000828,394.251754
50.0,residence,MG-0019,MG-0023,6.0,1,4998.0,0.0012,351.530933
50.0,residence,MG-0019,SP-0101,6.0,1,4998.0,0.0012,1019.506408
50.0,residence,MG-0021,MG-0018,6.0,1,3716.0,0.001615,345.858828
50.0,residence,MG-0021,SP-0215,6.0,1,3716.0,0.001615,301.177166
50.0,residence,MG-0022,MG-0013,6.0,1,2520.0,0.002381,79.758374
50.0,residence,MG-0023,MG-0005,6.0,1,3343.0,0.001795,262.036377
50.0,residence,MG-0024,MG-0003,6.0,1,6419.0,0.000935,186.776413
50.0,residence,MG-0027,GO-0001,6.0,1,1817.0,0.003302,914.64131
50.0,residence,MS-0001,PR-0010,6.0,1,60432.0,9.9e-05,458.107812
50.0,residence,MS-0001,PR-0017,6.0,1,60432.0,9.9e-05,415.242887
50.0,residence,MS-0002,MS-0006,6.0,1,1713.0,0.003503,152.597907
50.0,residence,MS-0002,PR-0002,6.0,1,1713.0,0.003503,684.866025
50.0,residence,MS-0003,MG-0002,6.0,1,3683.0,0.001629,1226.750505
50.0,residence,MS-0004,MS-0006,6.0,1,1923.0,0.00312,109.206018
50.0,residence,MS-0004,SP-0005,6.0,1,1923.0,0.00312,626.373745
50.0,residence,MS-0006,MS-0007,6.0,1,2210.0,0.002715,59.15655
50.0,residence,MS-0006,PR-0020,6.0,1,2210.0,0.002715,102.920775
50.0,residence,MS-0007,MS-0003,6.0,1,7649.0,0.000784,407.763738
50.0,residence,MS-0010,MS-0002,6.0,1,2655.0,0.00226,181.437934
50.0,residence,MS-0011,SP-0005,6.0,1,7011.0,0.000856,877.840718
50.0,residence,MT-0001,MT-0008,6.0,1,4772.0,0.001257,383.562654
50.0,residence,MT-0005,SP-0101,6.0,1,5661.0,0.00106,1586.6154
50.0,residence,MT-0008,GO-0010,6.0,1,4998.0,0.0012,98.769934
50.0,residence,MT-0008,SP-0215,6.0,1,4998.0,0.0012,762.591748
50.0,residence,MT-0012,SP-0101,6.0,1,3861.0,0.001554,1609.173197
50.0,residence,MT-0013,MT-0007,6.0,1,4340.0,0.001382,263.587684
50.0,residence,MT-0014,MA-0016,6.0,1,5004.0,0.001199,1531.229225
50.0,residence,MT-0014,MT-0004,6.0,1,5004.0,0.001199,213.058829
50.0,residence,MT-0014,SP-0101,6.0,1,5004.0,0.001199,1616.61471
50.0,residence,MT-0015,SP-0005,6.0,1,1044.0,0.005747,1327.191036
50.0,residence,MT-5114,DF-0006,6.0,1,512.0,0.011719,905.816733
50.0,residence,MT-5114,MA-0015,6.0,1,512.0,0.011719,1472.741232
50.0,residence,PA-0002,MG-0002,6.0,1,6965.0,0.000861,1967.233483
50.0,residence,PA-0003,SC-0022,6.0,1,8279.0,0.000725,2835.01081
50.0,residence,PA-0005,PA-0002,6.0,1,13545.0,0.000443,56.69605
50.0,residence,PA-0006,CE-0001,6.0,1,7651.0,0.000784,1142.674957
50.0,residence,PA-0006,PA-0011,6.0,1,7651.0,0.000784,111.36051
50.0,residence,PA-0009,MT-5114,6.0,1,44077.0,0.000136,473.611551
50.0,residence,PA-0010,MT-0014,6.0,1,14150.0,0.000424,623.599636
50.0,residence,PA-0011,DF-0006,6.0,1,31488.0,0.000191,1109.560091
50.0,residence,PA-0011,MA-0009,6.0,1,31488.0,0.000191,647.432903
50.0,residence,PA-0011,MA-0017,6.0,1,31488.0,0.000191,545.331065
50.0,residence,PA-0011,SP-0101,6.0,1,31488.0,0.000191,1989.277893
50.0,residence,PA-0012,MA-0015,6.0,1,11709.0,0.000512,770.471235
50.0,residence,PB-0001,PB-0009,6.0,1,3750.0,0.0016,407.861036
50.0,residence,PB-0003,BA-0005,6.0,1,3863.0,0.001553,726.573207
50.0,residence,PB-0006,PB-0007,6.0,1,1445.0,0.004152,70.639065
50.0,residence,PB-0007,CE-0001,6.0,1,2072.0,0.002896,419.132539
50.0,residence,PB-0007,MA-0011,6.0,1,2072.0,0.002896,1009.805989
50.0,residence,PB-0007,SP-0206,6.0,1,2072.0,0.002896,2055.724712
50.0,residence,PB-0008,PB-0007,6.0,1,1356.0,0.004425,100.470194
50.0,residence,PB-0009,GO-0001,6.0,1,1075.0,0.005581,1606.520012
50.0,residence,PB-0010,PE-0004,6.0,1,1137.0,0.005277,301.833409
50.0,residence,PB-0010,RS-0001,6.0,1,1137.0,0.005277,2939.552076
50.0,residence,PE-0001,BA-0002,6.0,1,3900.0,0.001538,645.582245
50.0,residence,PE-0001,CE-0001,6.0,1,3900.0,0.001538,622.476281
50.0,residence,PE-0001,PE-0005,6.0,1,3900.0,0.001538,194.578642
50.0,residence,PE-0001,PR-0002,6.0,1,3900.0,0.001538,2460.5238
50.0,residence,PE-0001,RJ-0019,6.0,1,3900.0,0.001538,1873.666496
50.0,residence,PE-0004,ES-0001,6.0,1,25284.0,0.000237,1445.00884
50.0,residence,PE-0006,AL-0003,6.0,1,9350.0,0.000642,84.708322
50.0,residence,PE-0008,BA-0002,6.0,1,4509.0,0.001331,398.326731
50.0,residence,PE-0009,BA-0001,6.0,1,5630.0,0.001066,633.471991
50.0,residence,PE-0011,PE-0008,6.0,1,4495.0,0.001335,224.010642
50.0,residence,PE-0011,RS-0001,6.0,1,4495.0,0.001335,2805.173216
50.0,residence,PI-0009,PE-0001,6.0,1,2501.0,0.002399,740.045025
50.0,residence,PI-0012,MS-0001,6.0,1,2540.0,0.002362,1748.948497
50.0,residence,PI-0012,PE-0004,6.0,1,2540.0,0.002362,795.18673
50.0,residence,PI-0015,PI-0008,6.0,1,2797.0,0.002145,282.960589
50.0,residence,PI-0015,PI-0012,6.0,1,2797.0,0.002145,246.916157
50.0,residence,PI-0017,PE-0009,6.0,1,1345.0,0.004461,51.35465
50.0,residence,PR-0002,PB-0001,6.0,1,9641.0,0.000622,2555.299508
50.0,residence,PR-0002,PR-0004,6.0,1,9641.0,0.000622,136.807537
50.0,residence,PR-0002,SP-0105,6.0,1,9641.0,0.000622,316.12993
50.0,residence,PR-0003,PR-0022,6.0,1,8238.0,0.000728,142.453974
50.0,residence,PR-0005,PR-0017,6.0,1,7311.0,0.000821,231.488879
50.0,residence,PR-0005,SC-0022,6.0,1,7311.0,0.000821,300.800016
50.0,residence,PR-0008,SC-0015,6.0,1,6615.0,0.000907,439.508606
50.0,residence,PR-0009,PR-0008,6.0,1,2355.0,0.002548,117.714311
50.0,residence,PR-0014,PE-0004,6.0,1,6145.0,0.000976,2366.727775
50.0,residence,PR-0015,PR-0018,6.0,1,2599.0,0.002309,121.349058
50.0,residence,PR-0017,DF-0006,6.0,1,4656.0,0.001289,921.585582
50.0,residence,PR-0020,ES-0003,6.0,1,7403.0,0.00081,1499.192345
50.0,residence,RJ-0001,MG-0002,6.0,1,642.0,0.009346,340.619032
50.0,residence,RJ-0006,RJ-0330,6.0,1,33.0,0.181818,103.02382
50.0,residence,RJ-0019,ES-0004,6.0,1,4910.0,0.001222,598.97867
50.0,residence,RJ-0019,MG-0024,6.0,1,4910.0,0.001222,278.307056
50.0,residence,RJ-0019,SP-0216,6.0,1,4910.0,0.001222,414.865582
50.0,residence,RJ-0033,SP-0207,6.0,1,1594.0,0.003764,416.769933
50.0,residence,RJ-0207,RJ-0000,6.0,1,812.0,0.007389,88.106254
50.0,residence,RJ-0207,SP-0101,6.0,1,812.0,0.007389,447.618386
50.0,residence,RJ-3304,RJ-0019,6.0,1,6.0,1.0,106.858817
50.0,residence,RJ-3305,RJ-0033,6.0,1,108.0,0.055556,59.447064
50.0,residence,RO-0004,GO-0001,6.0,1,60.0,0.1,1660.390834
50.0,residence,RR-0001,AM-0002,6.0,1,540.0,0.011111,638.713123
50.0,residence,RS-0001,AP-0001,6.0,1,2533.0,0.002369,3409.037396
50.0,residence,RS-0001,SP-0005,6.0,1,2533.0,0.002369,1050.741667
50.0,residence,RS-0004,DF-0006,6.0,1,5290.0,0.001134,1669.005366
50.0,residence,RS-0004,RS-0002,6.0,1,5290.0,0.001134,173.29717
50.0,residence,RS-0004,SC-0018,6.0,1,5290.0,0.001134,571.901974
50.0,residence,RS-0007,DF-0006,6.0,1,1199.0,0.005004,1825.587411
50.0,residence,RS-0007,RS-0010,6.0,1,1199.0,0.005004,104.383527
50.0,residence,RS-0008,MG-0009,6.0,1,2221.0,0.002701,1596.554612
50.0,residence,RS-0015,RS-0012,6.0,1,2647.0,0.002267,95.515676
50.0,residence,RS-0017,RS-0004,6.0,1,1167.0,0.005141,156.345636
50.0,residence,SC-0001,PR-0002,6.0,1,1504.0,0.003989,448.522785
50.0,residence,SC-0004,SC-0001,6.0,1,1498.0,0.004005,58.054085
50.0,residence,SC-0005,PR-0002,6.0,1,1350.0,0.004444,435.796061
50.0,residence,SC-0005,SC-0015,6.0,1,1350.0,0.004444,446.498372
50.0,residence,SC-0006,RS-0006,6.0,1,1283.0,0.004677,120.291691
50.0,residence,SC-0007,PR-0017,6.0,1,1849.0,0.003245,492.673706
50.0,residence,SC-0008,SC-0014,6.0,1,586.0,0.010239,175.310327
50.0,residence,SC-0013,SC-0011,6.0,1,140.0,0.042857,92.724621
50.0,residence,SC-0016,SC-0014,6.0,1,1330.0,0.004511,60.413586
50.0,residence,SC-0017,SC-0025,6.0,1,796.0,0.007538,97.425132
50.0,residence,SC-0020,SC-0012,6.0,1,249.0,0.024096,60.781103
50.0,residence,SC-0024,SC-0007,6.0,1,55.0,0.109091,61.595161
50.0,residence,SE-0006,PE-0001,6.0,1,2198.0,0.00273,458.940596
50.0,residence,SE-0008,BA-0003,6.0,1,1993.0,0.003011,198.15444
50.0,residence,SP-0010,SP-0210,6.0,1,17.0,0.352941,80.715322
50.0,residence,SP-0101,BA-0007,6.0,1,3533.0,0.001698,1251.035911
50.0,residence,SP-0101,BA-0030,6.0,1,3533.0,0.001698,1125.72354
50.0,residence,SP-0101,CE-0021,6.0,1,3533.0,0.001698,1978.475216
50.0,residence,SP-0101,MG-0020,6.0,1,3533.0,0.001698,372.287717
50.0,residence,SP-0102,RS-0003,6.0,1,298.0,0.020134,1063.531112
50.0,residence,SP-0102,SP-0104,6.0,1,298.0,0.020134,52.27559
50.0,residence,SP-0102,SP-0201,6.0,1,298.0,0.020134,50.525116
50.0,residence,SP-0104,MT-0001,6.0,1,106.0,0.056604,1302.544995
50.0,residence,SP-0105,PI-0004,6.0,1,174.0,0.034483,2093.874677
50.0,residence,SP-0105,SP-0005,6.0,1,174.0,0.034483,387.397882
50.0,residence,SP-0201,MG-0014,6.0,1,2990.0,0.002007,559.317614
50.0,residence,SP-0202,SP-0207,6.0,1,3526.0,0.001702,415.738208
50.0,residence,SP-0203,SP-0013,6.0,1,5044.0,0.00119,166.864722
50.0,residence,SP-0206,MS-0007,6.0,1,10469.0,0.000573,62.122859
50.0,residence,SP-0206,PR-0002,6.0,1,10469.0,0.000573,310.30487
50.0,residence,SP-0207,MG-0013,6.0,1,5129.0,0.00117,352.213656
50.0,residence,SP-0207,SC-0026,6.0,1,5129.0,0.00117,496.643915
50.0,residence,SP-0207,SP-0215,6.0,1,5129.0,0.00117,302.988818
50.0,residence,SP-0208,SP-0217,6.0,1,3345.0,0.001794,349.771057
50.0,residence,SP-0211,DF-0006,6.0,1,8153.0,0.000736,799.368601
50.0,residence,SP-0211,SP-0217,6.0,1,8153.0,0.000736,500.440589
50.0,residence,SP-0213,GO-0001,6.0,1,5216.0,0.00115,560.574329
50.0,residence,SP-0213,MA-0015,6.0,1,5216.0,0.00115,1852.930303
50.0,residence,SP-0213,MG-0013,6.0,1,5216.0,0.00115,157.538709
50.0,residence,SP-0213,SP-0013,6.0,1,5216.0,0.00115,97.284506
50.0,residence,SP-0214,CE-0001,6.0,1,3856.0,0.001556,2223.777565
50.0,residence,SP-0214,MG-0002,6.0,1,3856.0,0.001556,389.34049
50.0,residence,SP-0214,PR-0002,6.0,1,3856.0,0.001556,446.607314
50.0,residence,SP-0215,MG-0004,6.0,1,14290.0,0.00042,748.62948
50.0,residence,SP-0215,TO-0001,6.0,1,14290.0,0.00042,1207.982222
50.0,residence,SP-0216,SP-0212,6.0,1,18122.0,0.000331,145.755522
50.0,residence,SP-0217,ES-0002,6.0,1,6417.0,0.000935,546.365736
50.0,residence,SP-0217,MG-0015,6.0,1,6417.0,0.000935,408.442455
50.0,residence,SP-0218,SP-0101,6.0,1,816.0,0.007353,266.911906
50.0,residence,SP-0221,MG-0002,6.0,1,1726.0,0.003476,400.301061
50.0,residence,SP-0221,MG-0011,6.0,1,1726.0,0.003476,162.960888
50.0,residence,SP-0224,SP-0207,6.0,1,1654.0,0.003628,188.044173
50.0,residence,TO-0003,TO-0002,6.0,1,632.0,0.009494,500.779728
50.0,residence,AC-0001,AP-0001,5.0,1,20121.0,0.000248,2220.44742
50.0,residence,AC-0001,RS-0001,5.0,1,20121.0,0.000248,2843.944203
50.0,residence,AC-0002,AM-0007,5.0,1,5153.0,0.00097,51.147827
50.0,residence,AC-0002,SC-0025,5.0,1,5153.0,0.00097,2692.099252
50.0,residence,AC-0003,RJ-0019,5.0,1,3094.0,0.001616,3423.022354
50.0,residence,AL-0012,AL-0002,5.0,1,670.0,0.007463,84.907037
50.0,residence,AM-0001,PA-0009,5.0,1,116947.0,4.3e-05,616.198811
50.0,residence,AM-0001,RS-0002,5.0,1,116947.0,4.3e-05,3174.806915
50.0,residence,AM-0003,AC-0003,5.0,1,7180.0,0.000696,769.256612
50.0,residence,AM-0009,PA-0009,5.0,1,5144.0,0.000972,181.891149
50.0,residence,AP-0001,PE-0001,5.0,1,26194.0,0.000191,1997.143829
50.0,residence,BA-0001,BA-0007,5.0,1,4017.0,0.001245,263.761241
50.0,residence,BA-0001,BA-0009,5.0,1,4017.0,0.001245,534.702708
50.0,residence,BA-0001,PE-0008,5.0,1,4017.0,0.001245,443.687881
50.0,residence,BA-0002,BA-0027,5.0,1,7903.0,0.000633,230.111013
50.0,residence,BA-0002,PE-0008,5.0,1,7903.0,0.000633,392.831473
50.0,residence,BA-0003,SP-0101,5.0,1,10512.0,0.000476,1560.044391
50.0,residence,BA-0003,SP-0206,5.0,1,10512.0,0.000476,1643.896924
50.0,residence,BA-0004,BA-0003,5.0,1,3822.0,0.001308,114.41635
50.0,residence,BA-0005,BA-0031,5.0,1,3967.0,0.00126,120.699594
50.0,residence,BA-0006,BA-0020,5.0,1,1481.0,0.003376,178.82873
50.0,residence,BA-0006,MG-0002,5.0,1,1481.0,0.003376,773.884966
50.0,residence,BA-0007,BA-0018,5.0,1,3234.0,0.001546,366.480235
50.0,residence,BA-0007,MG-0002,5.0,1,3234.0,0.001546,798.882889
50.0,residence,BA-0009,BA-0005,5.0,1,3471.0,0.001441,462.279151
50.0,residence,BA-0009,SP-0207,5.0,1,3471.0,0.001441,945.032649
50.0,residence,BA-0010,BA-0002,5.0,1,3855.0,0.001297,257.941349
50.0,residence,BA-0010,BA-0005,5.0,1,3855.0,0.001297,131.00028
50.0,residence,BA-0013,BA-0030,5.0,1,12470.0,0.000401,339.538842
50.0,residence,BA-0013,SP-0201,5.0,1,12470.0,0.000401,1267.415845
50.0,residence,BA-0014,SP-0101,5.0,1,3643.0,0.001372,1152.037472
50.0,residence,BA-0015,BA-0021,5.0,1,6937.0,0.000721,110.433294
50.0,residence,BA-0016,BA-0004,5.0,1,6269.0,0.000798,201.692514
50.0,residence,BA-0017,PR-0018,5.0,1,2466.0,0.002028,1709.519085
50.0,residence,BA-0018,BA-0003,5.0,1,5086.0,0.000983,240.805673
50.0,residence,BA-0018,BA-0013,5.0,1,5086.0,0.000983,77.315092
50.0,residence,BA-0018,BA-0020,5.0,1,5086.0,0.000983,198.753846
50.0,residence,BA-0019,BA-0025,5.0,1,7401.0,0.000676,424.416453
50.0,residence,BA-0020,PE-0008,5.0,1,5707.0,0.000876,628.46466
50.0,residence,BA-0021,BA-0004,5.0,1,5686.0,0.000879,334.374007
50.0,residence,BA-0021,SP-0101,5.0,1,5686.0,0.000879,1434.301044
50.0,residence,BA-0021,SP-0206,5.0,1,5686.0,0.000879,1398.922251
50.0,residence,BA-0022,MA-0011,5.0,1,3517.0,0.001422,702.003666
50.0,residence,BA-0023,BA-0014,5.0,1,1799.0,0.002779,349.181894
50.0,residence,BA-0024,BA-0002,5.0,1,2454.0,0.002037,433.943007
50.0,residence,BA-0024,BA-0025,5.0,1,2454.0,0.002037,269.851346
50.0,residence,BA-0024,SP-0005,5.0,1,2454.0,0.002037,978.726778
50.0,residence,BA-0025,BA-0021,5.0,1,16943.0,0.000295,408.115551
50.0,residence,BA-0025,PR-0002,5.0,1,16943.0,0.000295,1509.501319
50.0,residence,BA-0025,SP-0101,5.0,1,16943.0,0.000295,1269.31743
50.0,residence,BA-0026,BA-0002,5.0,1,6777.0,0.000738,479.896534
50.0,residence,BA-0027,BA-0015,5.0,1,2824.0,0.001771,450.164658
50.0,residence,BA-0027,GO-0001,5.0,1,2824.0,0.001771,953.125345
50.0,residence,BA-0030,BA-0014,5.0,1,2423.0,0.002064,299.03717
50.0,residence,BA-0030,MG-0002,5.0,1,2423.0,0.002064,647.012534
50.0,residence,BA-0030,SP-0101,5.0,1,2423.0,0.002064,1093.746902
50.0,residence,BA-0031,BA-0025,5.0,1,3447.0,0.001451,654.607914
50.0,residence,CE-0001,CE-0007,5.0,1,9089.0,0.00055,122.785707
50.0,residence,CE-0001,CE-0009,5.0,1,9089.0,0.00055,66.191492
50.0,residence,CE-0001,CE-0019,5.0,1,9089.0,0.00055,355.023826
50.0,residence,CE-0001,CE-0020,5.0,1,9089.0,0.00055,344.68036
50.0,residence,CE-0001,MG-0002,5.0,1,9089.0,0.00055,1888.021953
50.0,residence,CE-0001,SP-0213,5.0,1,9089.0,0.00055,2179.293894
50.0,residence,CE-0003,SP-0101,5.0,1,1771.0,0.002823,2346.012588
50.0,residence,CE-0007,CE-0011,5.0,1,3485.0,0.001435,316.048714
50.0,residence,CE-0010,RN-0002,5.0,1,6020.0,0.000831,139.040698
50.0,residence,CE-0013,CE-0008,5.0,1,6068.0,0.000824,236.934301
50.0,residence,CE-0016,SP-0206,5.0,1,2661.0,0.001879,2270.437523
50.0,residence,CE-0017,SP-0201,5.0,1,2225.0,0.002247,2071.571866
50.0,residence,CE-0019,SP-0206,5.0,1,1671.0,0.002992,1918.846059
50.0,residence,CE-0020,CE-0018,5.0,1,1909.0,0.002619,63.665014
50.0,residence,CE-0021,SP-0101,5.0,1,593.0,0.008432,1977.168976
50.0,residence,DF-0006,BA-0006,5.0,1,1028.0,0.004864,944.694711
50.0,residence,DF-0006,GO-0009,5.0,1,1028.0,0.004864,103.802302
50.0,residence,DF-0006,GO-0015,5.0,1,1028.0,0.004864,372.233743
50.0,residence,DF-0006,MG-0030,5.0,1,1028.0,0.004864,429.505923
50.0,residence,DF-0006,PI-0013,5.0,1,1028.0,0.004864,834.361445
50.0,residence,ES-0001,RJ-0019,5.0,1,36552.0,0.000137,406.782257
50.0,residence,ES-0002,PR-0002,5.0,1,7253.0,0.000689,949.249174
50.0,residence,ES-0003,MG-0016,5.0,1,9623.0,0.00052,60.81364
50.0,residence,GO-0001,GO-0007,5.0,1,10442.0,0.000479,330.558202
50.0,residence,GO-0001,MA-0015,5.0,1,10442.0,0.000479,1416.982304
50.0,residence,GO-0001,MG-0002,5.0,1,10442.0,0.000479,661.052361
50.0,residence,GO-0001,MG-0012,5.0,1,10442.0,0.000479,271.04268
50.0,residence,GO-0001,PE-0006,5.0,1,10442.0,0.000479,1819.326564
50.0,residence,GO-0002,MG-0007,5.0,1,6657.0,0.000751,373.653722
50.0,residence,GO-0003,GO-0018,5.0,1,3617.0,0.001382,84.23304
50.0,residence,GO-0003,TO-0003,5.0,1,3617.0,0.001382,507.699671
50.0,residence,GO-0004,GO-0009,5.0,1,3869.0,0.001292,56.681964
50.0,residence,GO-0006,RS-0001,5.0,1,4289.0,0.001166,1323.654312
50.0,residence,GO-0007,PA-0005,5.0,1,4631.0,0.00108,1661.42024
50.0,residence,GO-0009,MA-0016,5.0,1,5887.0,0.000849,1293.144625
50.0,residence,GO-0010,DF-0006,5.0,1,2795.0,0.001789,354.780741
50.0,residence,GO-0013,GO-0012,5.0,1,1539.0,0.003249,108.905174
50.0,residence,GO-0013,TO-0001,5.0,1,1539.0,0.003249,360.864844
50.0,residence,GO-0014,MG-0006,5.0,1,3322.0,0.001505,983.482644
50.0,residence,GO-0014,MT-0008,5.0,1,3322.0,0.001505,113.125309
50.0,residence,GO-0015,GO-0006,5.0,1,3334.0,0.0015,153.910889
50.0,residence,GO-0018,MG-0002,5.0,1,12810.0,0.00039,589.895432
50.0,residence,GO-0018,PE-0001,5.0,1,12810.0,0.00039,1678.483868
50.0,residence,MA-0001,MA-0010,5.0,1,8229.0,0.000608,305.998675
