facility_node_id;admissions;deaths;regulated_transfer_exits;median_stay_days;icu_marker_count;total_value;dominant_icd_chapter;dominant_sex;dominant_race_color;mean_age;mean_stay_days;death_rate;regulated_transfer_exit_rate;icu_marker_rate;mean_value_per_admission
facility:2764776;6329;383;119;2.0;6329;17664248.02;S;3;01;42.567;5.568;0.060515;0.018802;1.0;2791.0
facility:2764784;804;29;0;2.0;804;378411.0;J;3;01;52.1;3.219;0.03607;0.0;1.0;470.66
facility:2764792;1472;136;93;3.0;1472;4245685.4;B;3;01;51.164;4.562;0.092391;0.063179;1.0;2884.3
facility:2764806;736;40;12;2.0;736;341880.52;O;3;01;48.391;3.31;0.054348;0.016304;1.0;464.51
facility:2764814;5945;587;1088;3.0;5945;16450931.39;B;3;01;46.863;4.975;0.098738;0.183011;1.0;2767.19
facility:2764822;295;30;46;3.0;295;147622.91;J;3;01;60.793;4.6;0.101695;0.155932;1.0;500.42
facility:2764830;870;47;185;2.0;870;557002.71;O;3;01;54.072;2.946;0.054023;0.212644;1.0;640.23
facility:2764865;1179;78;40;2.0;1179;1369754.59;K;3;99;54.228;3.057;0.066158;0.033927;1.0;1161.79
facility:2765098;613;25;20;3.0;613;355543.0;O;3;99;41.597;3.589;0.040783;0.032626;1.0;580.0
facility:2765632;257;0;0;1.0;257;124570.51;J;3;99;43.331;1.482;0.0;0.0;1.0;484.71
facility:2765640;1684;69;177;2.0;1684;1127120.22;O;3;03;37.613;2.626;0.040974;0.105107;1.0;669.31
facility:2765659;2607;71;206;2.0;2607;2714239.6;O;3;03;37.731;3.779;0.027234;0.079018;1.0;1041.14
facility:2765667;1179;62;337;2.0;1179;982731.79;B;1;99;49.913;3.06;0.052587;0.285835;1.0;833.53
facility:2765934;4084;177;417;2.0;4084;4058881.9;O;3;01;41.762;3.876;0.04334;0.102106;1.0;993.85
facility:2766167;466;80;123;4.0;466;1225742.47;B;1;01;58.09;5.429;0.171674;0.263948;1.0;2630.35
facility:2766663;90;3;9;4.0;90;52030.28;J;1;99;58.211;4.189;0.033333;0.1;1.0;578.11
facility:2766671;541;0;0;3.0;541;258660.97;J;3;03;47.58;3.031;0.0;0.0;1.0;478.12
facility:2766922;91;1;0;3.75;91;33684.99;A;3;04;49.714;4.824;0.010989;0.0;1.0;370.16
facility:2766930;107;0;0;3.0;107;39966.78;A;1;03;47.056;3.075;0.0;0.0;1.0;373.52
facility:2767384;3286;329;412;3.0;3286;6527271.06;B;1;04;47.326;5.337;0.100122;0.12538;1.0;1986.39
facility:2767678;428;34;166;2.0;428;387319.38;B;3;01;52.474;2.362;0.079439;0.38785;1.0;904.95
facility:2767953;4841;89;284;1.0;4841;3401837.21;O;3;99;37.273;3.034;0.018385;0.058666;1.0;702.71
facility:2769514;118;3;54;1.5;118;117443.99;B;3;03;60.542;2.61;0.025424;0.457627;1.0;995.29
facility:2769549;101;0;0;1.5;101;32592.89;K;3;99;50.941;2.871;0.0;0.0;1.0;322.7
facility:2769603;1614;46;273;1.0;1614;540662.34;Z;3;99;50.031;1.364;0.028501;0.169145;1.0;334.98
facility:2769875;950;34;211;2.0;950;611498.62;B;3;03;49.544;3.136;0.035789;0.222105;1.0;643.68
facility:2769883;92;1;5;2.0;92;69777.54;K;3;03;44.37;2.739;0.01087;0.054348;1.0;758.45
facility:2770326;5038;268;235;2.0;5038;7186508.19;O;3;03;42.227;4.0;0.053196;0.046645;1.0;1426.46
facility:2770512;2747;125;107;2.0;2747;4472387.23;O;3;99;37.447;3.426;0.045504;0.038952;1.0;1628.1
facility:2771268;228;3;4;2.0;228;81946.17;O;3;03;43.083;2.557;0.013158;0.017544;1.0;359.41
facility:2771276;467;20;122;2.0;467;178385.97;O;3;03;47.141;3.91;0.042827;0.261242;1.0;381.98
facility:2771411;32;2;5;2.5;32;10775.56;A;1;03;45.344;4.094;0.0625;0.15625;1.0;336.74
facility:2772299;9401;244;275;3.0;9401;4857254.16;O;3;03;33.63;3.49;0.025955;0.029252;1.0;516.67
facility:2772310;11535;712;36;3.0;11535;30502649.55;O;3;01;42.564;4.777;0.061725;0.003121;1.0;2644.36
facility:2772329;1049;6;86;3.0;1049;518158.1;A;3;03;33.119;3.0;0.00572;0.081983;1.0;493.95
facility:2772671;378;22;98;2.0;378;179390.76;O;3;99;41.421;3.743;0.058201;0.259259;1.0;474.58
facility:2772973;648;17;140;3.0;648;463311.49;B;3;99;47.136;3.519;0.026235;0.216049;1.0;714.99
facility:2773333;1181;52;228;2.5;1181;814939.81;O;3;01;45.604;3.56;0.04403;0.193057;1.0;690.04
facility:2774216;623;20;208;2.5;623;304534.56;O;3;01;44.079;3.313;0.032103;0.333868;1.0;488.82
facility:2774720;1262;16;149;2.0;1262;533538.56;O;3;01;39.646;2.25;0.012678;0.118067;1.0;422.77
facility:2775905;422;7;37;8.0;422;195495.94;A;1;01;61.036;9.682;0.016588;0.087678;1.0;463.26
facility:2775913;1503;58;318;2.0;1503;905361.31;O;3;01;45.851;2.512;0.038589;0.211577;1.0;602.37
facility:2775921;245;21;30;3.5;245;172302.67;B;1;01;64.788;4.388;0.085714;0.122449;1.0;703.28
facility:2775956;2018;130;168;2.0;2018;1401587.07;O;3;01;44.395;2.875;0.06442;0.083251;1.0;694.54
facility:2775964;416;21;45;2.5;416;246172.47;B;3;01;50.3;3.697;0.050481;0.108173;1.0;591.76
facility:2775972;1770;204;50;2.0;1770;4131031.93;B;3;01;45.897;4.028;0.115254;0.028249;1.0;2333.92
facility:2775980;1051;72;40;2.0;1051;533412.61;O;3;01;48.997;3.532;0.068506;0.038059;1.0;507.53
facility:2775999;14880;1403;133;3.0;14880;50466649.18;C;3;01;45.957;4.778;0.094288;0.008938;1.0;3391.58
facility:2776006;3804;244;326;2.0;3804;4632944.3;O;3;01;47.641;3.591;0.064143;0.085699;1.0;1217.91
facility:2776014;392;31;94;4.5;392;194983.82;F;1;01;55.571;6.38;0.079082;0.239796;1.0;497.41
facility:2776022;817;37;60;2.0;817;593020.04;O;3;01;50.847;3.132;0.045288;0.073439;1.0;725.85
facility:2776030;880;70;124;4.0;880;565940.89;I;1;03;58.061;4.349;0.079545;0.140909;1.0;643.11
facility:2777460;5041;124;116;4.0;5041;7525087.85;S;1;03;51.411;5.778;0.024598;0.023011;1.0;1492.78
facility:2777576;1412;0;0;2.0;1412;825248.97;J;3;99;42.639;2.36;0.0;0.0;1.0;584.45
facility:2777584;19;0;0;1.0;19;53811.09;H;1;03;62.316;1.0;0.0;0.0;1.0;2832.16
facility:2777592;1873;0;0;3.0;1873;948322.73;J;3;03;49.148;2.804;0.0;0.0;1.0;506.31
facility:2777649;5003;228;434;2.0;5003;5952342.25;O;3;99;37.187;3.152;0.045573;0.086748;1.0;1189.75
facility:2777665;1411;0;0;2.0;1411;735998.03;A;3;03;34.64;2.78;0.0;0.0;1.0;521.61
facility:2777681;828;23;160;2.0;828;411536.43;O;3;03;45.902;4.28;0.027778;0.193237;1.0;497.02
facility:2777711;500;1;62;2.0;500;199955.62;J;3;03;41.282;2.092;0.002;0.124;1.0;399.91
facility:2777746;4564;331;82;2.0;4564;5622837.11;O;3;04;39.267;4.191;0.072524;0.017967;1.0;1232.0
facility:2777754;3361;146;504;2.0;3361;2091976.08;O;3;03;45.141;3.816;0.043439;0.149955;1.0;622.43
facility:2777762;3587;230;308;2.0;3587;7052526.51;O;3;99;42.604;4.43;0.06412;0.085866;1.0;1966.14
facility:2777770;1385;37;60;2.0;1385;877409.33;O;3;99;35.778;3.131;0.026715;0.043321;1.0;633.51
facility:2777789;2400;51;138;2.0;2400;1390995.72;O;3;03;42.375;2.59;0.02125;0.0575;1.0;579.58
facility:2778718;5726;205;1507;3.0;5726;9423563.01;S;1;01;44.494;4.97;0.035802;0.263185;1.0;1645.75
facility:2778831;478;127;13;4.25;478;2419676.69;B;3;01;54.029;7.326;0.26569;0.027197;1.0;5062.09
facility:2778858;1727;35;130;2.0;1727;995378.82;K;3;01;46.936;2.1;0.020266;0.075275;1.0;576.36
facility:2781700;671;37;94;1.0;671;444907.36;O;3;01;45.411;2.173;0.055142;0.140089;1.0;663.05
facility:2781719;437;14;50;4.0;437;303656.26;B;3;03;51.984;3.833;0.032037;0.114416;1.0;694.87
facility:2781743;160;9;13;3.0;160;92608.39;O;3;01;48.044;3.831;0.05625;0.08125;1.0;578.8
facility:2781751;768;29;99;2.0;768;526586.11;B;1;01;51.401;3.121;0.03776;0.128906;1.0;685.66
facility:2781778;62;5;11;4.0;62;56497.37;B;1;01;56.403;4.532;0.080645;0.177419;1.0;911.25
facility:2781786;149;6;18;4.0;149;83981.47;J;1;01;58.711;3.913;0.040268;0.120805;1.0;563.63
facility:2781816;1469;87;108;2.5;1469;1057779.1;B;1;01;51.547;3.293;0.059224;0.073519;1.0;720.07
facility:2781824;198;5;52;3.5;198;126948.58;I;1;01;52.823;4.53;0.025253;0.262626;1.0;641.15
facility:2781832;436;11;266;2.0;436;353758.24;B;1;99;53.851;3.078;0.025229;0.610092;1.0;811.37
facility:2781859;14723;2280;418;4.0;14723;67870145.85;B;1;01;44.545;7.291;0.15486;0.028391;1.0;4609.8
facility:2783789;5023;361;129;3.0;5023;6433818.86;O;3;01;38.578;4.576;0.071869;0.025682;1.0;1280.87
facility:2783797;487;33;87;3.0;487;331222.32;B;3;01;56.318;2.879;0.067762;0.178645;1.0;680.13
facility:2783800;4030;507;407;3.0;4030;3681733.84;S;3;99;48.843;4.019;0.125806;0.100993;1.0;913.58
facility:2783819;197;5;47;2.75;197;198640.53;B;1;01;54.523;3.619;0.025381;0.238579;1.0;1008.33
facility:2785188;3128;229;443;3.0;3128;1572637.9;O;3;03;45.606;4.943;0.07321;0.141624;1.0;502.76
facility:2785382;2309;305;71;2.0;2309;3226390.36;O;3;01;45.689;4.96;0.132092;0.030749;1.0;1397.31
facility:2785722;3832;137;2067;2.0;3832;1208977.25;S;1;01;48.062;3.165;0.035752;0.539405;1.0;315.5
facility:2785900;12668;948;169;9.0;12668;19448674.44;G;1;03;49.23;13.045;0.074834;0.013341;1.0;1535.26
facility:2786095;950;40;105;1.0;950;581881.39;O;3;03;39.549;2.32;0.042105;0.110526;1.0;612.51
facility:2786109;6914;494;199;3.0;6914;12012794.27;O;3;03;39.385;4.915;0.071449;0.028782;1.0;1737.46
facility:2786117;16997;1464;290;4.0;16997;35619922.17;S;1;03;46.093;7.735;0.086133;0.017062;1.0;2095.66
facility:2786125;3158;161;199;3.0;3158;2311123.33;S;1;03;47.618;4.679;0.050982;0.063015;1.0;731.83
facility:2786435;20408;2111;1939;4.0;20408;43224837.01;I;1;01;57.263;7.279;0.10344;0.095012;1.0;2118.03
facility:2786680;16472;931;1050;3.0;16472;16439871.86;O;3;03;35.171;5.03;0.05652;0.063745;1.0;998.05
facility:2789647;4459;480;858;2.0;4459;4102552.71;O;3;99;43.863;2.925;0.107647;0.19242;1.0;920.06
facility:2790556;8916;632;225;4.0;8916;20140495.33;S;1;01;53.841;6.463;0.070884;0.025236;1.0;2258.92
facility:2790564;2703;0;3;1.0;2703;9365888.99;Q;1;01;16.592;1.78;0.0;0.00111;1.0;3465.0
facility:2790580;6365;40;68;2.0;6365;5592114.83;O;3;01;21.117;3.674;0.006284;0.010683;1.0;878.57
facility:2790602;11602;1380;416;5.0;11602;30657491.16;C;1;01;47.36;7.903;0.118945;0.035856;1.0;2642.43
facility:2790610;2278;322;102;4.0;2278;4828439.4;K;3;01;52.614;5.043;0.141352;0.044776;1.0;2119.6
facility:2790637;1292;93;379;2.0;1292;635758.25;J;1;01;47.221;2.673;0.071981;0.293344;1.0;492.07
facility:2790653;2131;4;58;26.5;2131;2827704.34;F;1;01;45.534;22.9;0.001877;0.027217;1.0;1326.94
facility:2790734;178;4;2;13.0;178;61401.65;L;1;01;55.871;16.539;0.022472;0.011236;1.0;344.95
facility:2791668;175;10;70;2.0;175;60640.31;I;1;99;54.349;2.783;0.057143;0.4;1.0;346.52
facility:2791676;1905;191;193;2.0;1905;1252170.56;O;3;01;47.278;3.498;0.100262;0.101312;1.0;657.31
facility:2791684;779;37;163;2.0;779;477189.92;O;3;01;47.046;3.202;0.047497;0.209243;1.0;612.57
facility:2791692;1228;99;100;4.0;1228;767866.3;J;3;01;46.208;4.974;0.080619;0.081433;1.0;625.3
facility:2791706;13;0;2;3.0;13;3107.62;N;1;01;63.231;3.462;0.0;0.153846;1.0;239.05
facility:2791714;454;20;166;2.0;454;70200.25;J;3;01;48.628;2.432;0.044053;0.365639;1.0;154.63
facility:2791722;10309;902;157;3.0;10309;21687203.46;O;3;01;43.877;5.399;0.087496;0.015229;1.0;2103.72
facility:2791730;183;23;35;4.0;183;171213.36;B;3;01;59.454;4.596;0.125683;0.191257;1.0;935.59
facility:2791749;1738;158;336;2.0;1738;3371794.14;O;3;03;44.141;4.203;0.090909;0.193326;1.0;1940.04
facility:2791757;354;13;187;3.0;354;177001.32;B;1;01;62.04;4.144;0.036723;0.528249;1.0;500.0
facility:2792141;12592;984;206;2.5;12592;19436253.09;O;3;03;39.555;4.321;0.078145;0.01636;1.0;1543.54
facility:2792168;13630;610;257;2.0;13630;18873201.79;O;3;03;36.53;4.754;0.044754;0.018855;1.0;1384.68
facility:2792176;12481;810;384;2.0;12481;15817670.75;S;1;03;42.173;4.343;0.064899;0.030767;1.0;1267.34
facility:2792346;316;25;212;2.0;316;557215.5;U;1;01;56.443;3.095;0.079114;0.670886;1.0;1763.34
facility:2792451;749;21;0;1.0;749;355116.5;O;3;03;44.674;3.087;0.028037;0.0;1.0;474.12
facility:2792974;2866;214;175;3.0;2866;2167082.69;O;3;03;47.583;6.191;0.074669;0.061061;1.0;756.13
facility:2793008;6149;766;349;3.0;6149;16517691.08;O;3;01;44.349;6.362;0.124573;0.056757;1.0;2686.24
facility:2793237;1300;45;72;2.0;1300;978310.95;O;3;01;44.092;4.068;0.034615;0.055385;1.0;752.55
facility:2793636;3491;56;193;2.0;3491;1730191.82;O;3;03;31.198;2.591;0.016041;0.055285;1.0;495.61
facility:2793903;511;24;59;3.0;511;271348.65;O;3;03;43.503;3.63;0.046967;0.11546;1.0;531.01
facility:2794136;501;26;51;3.0;501;281941.15;I;3;01;58.212;3.858;0.051896;0.101796;1.0;562.76
facility:2795299;1199;70;162;2.0;1199;636284.7;O;3;03;49.605;2.891;0.058382;0.135113;1.0;530.68
facility:2795655;6388;329;202;3.0;6388;6514184.14;O;3;03;35.051;5.09;0.051503;0.031622;1.0;1019.75
facility:2795671;4599;132;36;2.0;4599;6009531.16;O;3;03;32.476;3.323;0.028702;0.007828;1.0;1306.7
facility:2796112;1273;70;243;2.0;1273;858428.53;O;3;03;47.889;2.994;0.054988;0.190888;1.0;674.34
facility:2796341;603;17;12;2.0;603;284933.87;O;3;01;51.086;3.206;0.028192;0.0199;1.0;472.53
facility:2796368;163;27;10;4.5;163;92580.23;E;1;99;63.65;5.35;0.165644;0.06135;1.0;567.98
facility:2796376;1046;37;173;2.0;1046;654815.17;O;3;01;51.448;2.581;0.035373;0.165392;1.0;626.02
facility:2796384;1371;41;8;2.0;1371;893204.06;K;3;01;48.144;5.87;0.029905;0.005835;1.0;651.5
facility:2796392;1531;84;324;2.0;1531;907147.98;O;3;01;49.101;2.851;0.054866;0.211626;1.0;592.52
facility:2796430;686;53;30;3.0;686;312745.04;O;3;01;46.276;3.862;0.077259;0.043732;1.0;455.9
facility:2796449;3376;382;146;3.0;3376;9241788.49;B;3;01;49.527;4.473;0.113152;0.043246;1.0;2737.5
facility:2796562;2484;250;82;3.0;2484;4266504.39;B;3;99;51.166;4.285;0.100644;0.033011;1.0;1717.59
facility:2796570;200;9;46;3.0;200;103549.96;J;3;01;64.875;3.395;0.045;0.23;1.0;517.75
facility:2796589;252;27;89;4.0;252;101288.39;J;1;99;60.917;4.833;0.107143;0.353175;1.0;401.94
facility:2796619;1060;55;216;1.75;1060;452618.23;J;3;01;53.767;2.473;0.051887;0.203774;1.0;427.0
facility:2796775;616;68;146;3.0;616;245127.5;J;3;01;59.239;5.037;0.11039;0.237013;1.0;397.93
facility:2796791;226;7;18;3.0;226;125049.52;J;3;01;65.491;3.779;0.030973;0.079646;1.0;553.32
facility:2797364;407;13;72;4.0;407;383976.32;B;3;01;48.167;3.993;0.031941;0.176904;1.0;943.43
facility:2797496;575;29;101;3.5;575;309107.52;B;1;99;49.518;4.67;0.050435;0.175652;1.0;537.58
facility:2798239;231;17;59;2.5;231;127674.74;J;1;01;56.442;3.082;0.073593;0.255411;1.0;552.7
facility:2798298;12533;1274;32;2.0;12533;41192290.28;O;3;01;49.292;3.992;0.101652;0.002553;1.0;3286.71
facility:2798484;9036;562;385;2.0;9036;11126641.99;O;3;99;37.394;4.495;0.062196;0.042607;1.0;1231.37
facility:2798662;25807;3352;1120;3.0;25807;26750703.23;O;3;99;36.346;6.321;0.129887;0.043399;1.0;1036.57
facility:2799103;140;12;43;4.0;140;91887.19;I;1;03;56.886;6.729;0.085714;0.307143;1.0;656.34
facility:2799278;10855;38;129;2.0;10855;8316490.1;O;3;03;24.852;3.699;0.003501;0.011884;1.0;766.14
facility:2799286;3828;97;188;2.0;3828;4033263.44;O;3;99;30.848;3.489;0.02534;0.049112;1.0;1053.62
facility:2799308;1737;237;102;30.0;1737;2242481.69;I;1;01;68.513;23.12;0.136442;0.058722;1.0;1291.01
facility:2799456;1746;7;27;3.0;1746;1295745.45;A;3;03;12.867;3.466;0.004009;0.015464;1.0;742.12
facility:2799731;845;7;0;2.0;845;277546.29;Z;3;03;39.347;1.957;0.008284;0.0;1.0;328.46
facility:2799758;9920;1459;338;4.25;9920;27420501.21;S;1;03;50.432;8.983;0.147077;0.034073;1.0;2764.16
facility:2799766;378;25;79;2.0;378;132124.29;O;3;03;40.521;2.95;0.066138;0.208995;1.0;349.54
facility:2799782;504;12;71;3.0;504;193478.36;O;3;99;36.629;3.083;0.02381;0.140873;1.0;383.89
facility:2799790;4924;254;351;2.0;4924;3384516.37;O;3;99;37.387;3.972;0.051584;0.071284;1.0;687.35
facility:2799804;1518;99;269;2.0;1518;900181.91;O;3;99;43.597;3.291;0.065217;0.177207;1.0;593.01
facility:2799812;373;11;68;2.0;373;139129.01;O;3;03;45.555;3.512;0.029491;0.182306;1.0;373.0
facility:2799820;1965;29;71;2.0;1965;612212.22;J;3;03;39.934;2.332;0.014758;0.036132;1.0;311.56
facility:2799839;3501;208;195;2.0;3501;3644413.01;O;3;03;36.765;3.373;0.059412;0.055698;1.0;1040.96
facility:2799847;2467;8;19;2.0;2467;1203221.1;O;3;03;29.749;2.122;0.003243;0.007702;1.0;487.73
facility:2799855;1710;77;315;2.0;1710;814922.24;O;3;03;36.52;3.109;0.045029;0.184211;1.0;476.56
facility:2800527;646;45;155;2.0;646;416737.54;A;3;99;44.955;4.022;0.069659;0.239938;1.0;645.1
facility:2800950;2987;120;413;2.0;2987;1431789.05;O;3;99;35.063;2.732;0.040174;0.138266;1.0;479.34
facility:2801051;2104;110;386;3.0;2104;1427494.07;J;1;99;40.746;4.873;0.052281;0.18346;1.0;678.47
facility:2801558;766;4;31;2.0;766;290573.78;N;3;03;43.282;3.016;0.005222;0.04047;1.0;379.34
facility:2801566;484;28;209;3.0;484;218301.44;S;1;03;53.529;3.952;0.057851;0.431818;1.0;451.04
facility:2801574;1548;0;0;3.0;1548;1046801.82;O;3;03;42.645;3.0;0.0;0.0;1.0;676.23
facility:2801582;691;9;98;2.0;691;343827.24;O;3;03;42.463;2.666;0.013025;0.141823;1.0;497.58
facility:2801590;248;7;12;2.0;248;139417.94;O;3;03;39.234;2.133;0.028226;0.048387;1.0;562.17
facility:2801779;1882;0;202;3.0;1882;1519243.41;A;3;03;38.926;2.965;0.0;0.107333;1.0;807.25
facility:2801906;1923;60;203;2.0;1923;947051.36;O;3;03;40.42;3.15;0.031201;0.105564;1.0;492.49
facility:2801914;778;128;183;5.5;778;1444089.16;B;1;99;53.938;7.959;0.164524;0.235219;1.0;1856.16
facility:2801922;305;0;0;2.0;305;200030.11;O;3;03;27.397;2.013;0.0;0.0;1.0;655.84
facility:2802015;1564;76;240;1.0;1564;794406.94;O;3;03;38.911;2.241;0.048593;0.153453;1.0;507.93
facility:2802023;4079;206;593;3.0;4079;3365161.12;O;3;03;43.762;6.205;0.050503;0.145379;1.0;825.0
facility:2802074;724;74;144;2.0;724;401703.52;O;3;99;47.427;3.622;0.10221;0.198895;1.0;554.84
facility:2802090;8523;453;172;2.0;8523;10453607.93;O;3;03;32.407;4.615;0.05315;0.020181;1.0;1226.52
facility:2802104;14945;786;335;5.0;14945;26629462.35;C;3;02;50.973;11.534;0.052593;0.022416;1.0;1781.83
facility:2802112;3174;97;33;2.0;3174;2365892.21;O;3;03;32.92;2.53;0.030561;0.010397;1.0;745.4
facility:2802120;9;0;8;1.0;9;461.98;R;3;99;63.778;1.0;0.0;0.888889;1.0;51.33
facility:2802252;420;33;32;4.0;420;197120.79;J;1;03;51.964;5.055;0.078571;0.07619;1.0;469.34
facility:2802473;1076;37;149;2.0;1076;675346.36;B;3;99;44.351;2.744;0.034387;0.138476;1.0;627.65
facility:2802783;20553;1565;2276;5.0;20553;48404004.16;S;1;03;49.877;7.78;0.076145;0.110738;1.0;2355.08
facility:2804034;6386;384;402;3.0;6386;9147051.1;O;3;99;36.048;6.22;0.060132;0.06295;1.0;1432.36
facility:2804042;559;41;103;3.0;559;313664.4;J;3;03;46.884;4.619;0.073345;0.184258;1.0;561.12
facility:2804638;1073;83;294;4.0;1073;702218.78;J;3;99;46.107;4.818;0.077353;0.273998;1.0;654.44
facility:2806215;8681;392;343;2.0;8681;10963780.56;O;3;99;29.931;4.244;0.045156;0.039512;1.0;1262.96
facility:2806339;859;18;84;2.0;859;503404.13;O;3;03;40.115;3.4;0.020955;0.097788;1.0;586.04
facility:2806681;566;2;16;3.0;566;340150.96;B;1;03;44.034;3.475;0.003534;0.028269;1.0;600.97
facility:2806738;210;1;2;1.0;210;9423.45;B;3;03;38.933;0.995;0.004762;0.009524;1.0;44.87
facility:2806754;28;0;5;1.75;28;14340.28;B;3;99;42.321;2.857;0.0;0.178571;1.0;512.15
facility:2807076;1016;45;130;2.0;1016;702415.16;B;1;03;42.937;3.159;0.044291;0.127953;1.0;691.35
facility:2807084;141;0;30;2.5;141;96162.56;B;1;03;48.56;3.355;0.0;0.212766;1.0;682.0
facility:2807092;4130;88;634;6.5;4130;2488424.03;T;1;03;44.271;8.446;0.021308;0.153511;1.0;602.52
facility:2808501;558;0;0;2.0;558;150949.24;Z;3;99;44.95;3.159;0.0;0.0;1.0;270.52
facility:2808528;195;1;16;3.0;195;144919.85;B;3;99;51.405;3.215;0.005128;0.082051;1.0;743.18
facility:2808544;363;15;38;4.0;363;322547.31;B;1;03;53.57;5.366;0.041322;0.104683;1.0;888.56
facility:2808560;182;6;27;2.0;182;65686.12;B;1;99;43.786;3.621;0.032967;0.148352;1.0;360.91
facility:2808579;773;13;16;0.0;773;404636.46;B;1;03;38.049;0.0;0.016818;0.020699;1.0;523.46
facility:2808587;1165;27;169;2.0;1165;569360.52;B;1;03;40.651;2.327;0.023176;0.145064;1.0;488.72
facility:2808609;2621;139;254;2.0;2621;3226801.56;O;3;99;40.141;3.446;0.053033;0.09691;1.0;1231.13
facility:2808617;1128;44;130;2.0;1128;715765.8;O;3;99;39.462;2.549;0.039007;0.115248;1.0;634.54
facility:2808625;223;10;30;4.0;223;140301.09;B;1;03;49.462;4.09;0.044843;0.134529;1.0;629.15
facility:2808633;785;16;60;2.0;785;459018.24;O;3;03;43.167;2.778;0.020382;0.076433;1.0;584.74
facility:2808641;185;0;0;2.0;185;151116.51;B;1;03;48.032;2.492;0.0;0.0;1.0;816.85
facility:2808668;1570;33;109;1.0;1570;865694.42;O;3;99;39.083;1.896;0.021019;0.069427;1.0;551.4
facility:2808676;262;4;23;2.0;262;180173.38;B;1;03;46.916;2.95;0.015267;0.087786;1.0;687.68
facility:2810018;198;11;31;3.0;198;152953.89;B;3;01;56.192;3.066;0.055556;0.156566;1.0;772.49
facility:2810026;172;1;6;3.0;172;112747.63;A;3;01;46.035;3.256;0.005814;0.034884;1.0;655.51
facility:2810034;56;4;3;3.0;56;60418.13;B;1;03;55.821;3.786;0.071429;0.053571;1.0;1078.9
facility:2810107;96;11;30;2.0;96;62600.52;B;1;01;60.719;2.51;0.114583;0.3125;1.0;652.09
facility:2810123;1334;36;110;2.5;1334;1042713.23;O;3;01;44.906;3.717;0.026987;0.082459;1.0;781.64
facility:2811278;772;3;10;2.0;772;592647.45;B;3;99;39.212;2.883;0.003886;0.012953;1.0;767.68
facility:2811626;1092;100;344;4.0;1092;2807345.28;B;1;99;54.178;6.242;0.091575;0.315018;1.0;2570.83
facility:2814048;922;17;35;2.0;922;480328.23;J;3;03;38.415;2.069;0.018438;0.037961;1.0;520.96
facility:2814056;830;44;189;2.0;830;318964.32;O;3;99;44.389;3.958;0.053012;0.227711;1.0;384.29
facility:2814218;3520;216;164;2.5;3520;2826473.39;K;1;03;47.235;4.789;0.061364;0.046591;1.0;802.98
facility:2814897;4407;140;937;1.0;4407;1137089.44;J;1;99;36.222;2.779;0.031768;0.212616;1.0;258.02
facility:2816210;16325;2243;940;5.0;16325;38931222.29;S;1;99;42.695;10.1;0.137397;0.05758;1.0;2384.76
facility:2816830;250;39;74;3.0;250;186190.23;I;3;03;58.652;5.184;0.156;0.296;1.0;744.76
facility:2816881;608;27;226;3.0;608;902501.96;J;1;03;55.079;3.801;0.044408;0.371711;1.0;1484.38
facility:2817667;568;39;264;2.0;568;354311.62;J;1;99;58.07;2.342;0.068662;0.464789;1.0;623.79
facility:2819120;160;12;17;3.25;160;61483.04;O;3;03;48.556;4.325;0.075;0.10625;1.0;384.27
facility:2819139;2526;0;0;3.0;2526;1109924.55;K;3;03;43.794;2.605;0.0;0.0;1.0;439.4
facility:2819147;530;30;53;2.0;530;378613.72;O;3;03;49.913;3.409;0.056604;0.1;1.0;714.37
facility:2825376;1045;6;2;31.0;1045;2753317.15;F;3;01;73.29;29.775;0.005742;0.001914;1.0;2634.75
facility:2825589;6825;884;66;3.0;6825;29594611.64;S;3;01;43.691;5.92;0.129524;0.00967;1.0;4336.21
facility:3001083;354;11;57;3.0;354;133253.24;O;3;03;38.593;2.723;0.031073;0.161017;1.0;376.42
facility:3001113;1;0;0;0.0;1;3211.0;Z;1;03;66.0;0.0;0.0;0.0;1.0;3211.0
facility:3001466;2324;41;5;23.0;2324;2464913.6;A;1;03;39.27;20.935;0.017642;0.002151;1.0;1060.63
facility:3002187;1792;169;208;5.0;1792;1694717.79;J;1;99;42.886;7.522;0.094308;0.116071;1.0;945.71
facility:3003469;1272;0;1;2.0;1272;658880.42;J;3;03;37.745;2.651;0.0;0.000786;1.0;517.99
facility:3004104;5905;17;68;3.0;5905;4610120.05;O;3;03;21.698;3.902;0.002879;0.011516;1.0;780.71
facility:3004791;4635;0;2;4.0;4635;2014555.24;G;1;99;33.375;5.979;0.0;0.000431;1.0;434.64
facility:3005011;6869;240;159;2.0;6869;8833400.34;O;3;01;33.921;3.649;0.03494;0.023147;1.0;1285.98
facility:3005410;41;0;0;1.0;41;2687289.98;H;3;99;30.756;1.0;0.0;0.0;1.0;65543.66
facility:3005860;99;9;30;4.25;99;75484.3;B;1;99;58.424;5.354;0.090909;0.30303;1.0;762.47
facility:3007472;192;21;89;2.5;192;102745.92;J;1;01;61.677;3.573;0.109375;0.463542;1.0;535.14
facility:3007847;1;0;0;0.0;1;1330.0;Z;1;01;66.0;0.0;0.0;0.0;1.0;1330.0
facility:3007898;1;0;0;0.0;1;2918.63;Z;1;03;6.0;0.0;0.0;0.0;1.0;2918.63
